price,quantity
0.23091,17882.0
0.23092,58329.0
0.23093,11480.0
0.23094,13303.0
0.23095,292878.0
0.23096,231423.0
0.23097,73862.0
0.23098,25758.0
0.23099,19884.0
0.231,734764.0
0.23101,25680.0
0.23102,245099.0
0.23103,22764.0
0.23104,50400.0
0.23106,7782.0
0.23107,22484.0
0.23109,243504.0
0.2311,182819.0
0.23111,8975.0
0.23112,78896.0
0.23114,59794.0
0.23115,19499.0
0.23117,63258.0
0.23118,2952.0
0.23119,21950.0
0.2312,26594.0
0.23122,22521.0
0.23123,15091.0
0.23124,87239.0
0.23125,110275.0
0.23126,1176.0
0.23127,1452.0
0.23128,10525.0
0.2313,117546.0
0.23131,4799.0
0.23132,2023.0
0.23133,112354.0
0.23134,26169.0
0.23135,44433.0
0.23136,23682.0
0.23137,1126.0
0.23138,85181.0
0.23139,44447.0
0.2314,3677.0
0.23141,82768.0
0.23142,118583.0
0.23143,107970.0
0.23144,46181.0
0.23146,11474.0
0.23147,99223.0
0.23148,23204.0
0.23149,44484.0
0.2315,227764.0
0.23151,43747.0
0.23152,1860.0
0.23153,52989.0
0.23154,18678.0
0.23155,39532.0
0.23156,9611.0
0.23158,1455.0
0.2316,2362.0
0.23161,2552.0
0.23162,127464.0
0.23165,3973.0
0.23166,28898.0
0.23167,2306.0
0.23168,62288.0
0.23169,264539.0
0.2317,26104.0
0.23171,28378.0
0.23172,3726.0
0.23174,34990.0
0.23175,111043.0
0.23176,105540.0
0.23177,5767.0
0.23178,43793.0
0.2318,205260.0
0.23181,7175.0
0.23182,414926.0
0.23183,22002.0
0.23184,236517.0
0.23186,1341.0
0.23187,11745.0
0.23188,148879.0
0.23189,30962.0
0.2319,111203.0
0.23192,89492.0
0.23194,4939.0
0.23195,97946.0
0.23196,11321.0
0.23197,23882.0
0.23198,21814.0
0.23199,14454.0
0.232,299332.0
0.23202,23135.0
0.23203,44451.0
0.23204,18833.0
0.23205,313840.0
0.23206,6808.0
0.23207,1355.0
0.23209,2078.0
0.23213,68815.0
0.23214,10973.0
0.23215,8719.0
0.23216,84984.0
0.23217,5067.0
0.23218,4943.0
0.2322,5415.0
0.23222,43487.0
0.23223,16603.0
0.23224,3416.0
0.23225,294227.0
0.23226,91368.0
0.23228,20550.0
0.23229,2144.0
0.2323,15477.0
0.23232,31576.0
0.23233,65457.0
0.23234,43397.0
0.23236,4769.0
0.23237,3872.0
0.23238,69274.0
0.23239,9542.0
0.2324,3704.0
0.23241,18040.0
0.23243,1710.0
0.23244,4939.0
0.23245,46622.0
0.23246,76443.0
0.23247,43503.0
0.23248,44332.0
0.23249,20692.0
0.2325,75220.0
0.23251,3105.0
0.23253,63582.0
0.23254,1371.0
0.23256,46590.0
0.23258,3314.0
0.23259,11106.0
0.2326,42812.0
0.23261,33532.0
0.23262,92704.0
0.23263,4464.0
0.23264,40950.0
0.23265,1811.0
0.23266,8079.0
0.23267,67816.0
0.23269,26947.0
0.2327,1185.0
0.23271,4404.0
0.23272,14738.0
0.23273,15788.0
0.23276,5017.0
0.23277,45277.0
0.23278,97718.0
0.23279,10847.0
0.2328,5434.0
0.23282,1013.0
0.23283,1270.0
0.23284,1680.0
0.23285,3156.0
0.23286,3364.0
0.23288,17751.0
0.23289,145301.0
0.2329,30004.0
0.23292,4801.0
0.23293,1924.0
0.23294,21938.0
0.23295,51571.0
0.23297,37114.0
0.233,266663.0
0.23301,67417.0
0.23302,20709.0
0.23303,95797.0
0.23304,43325.0
0.23306,4572.0
0.23307,3496.0
0.23308,1815.0
0.2331,71834.0
0.23311,1947.0
0.23313,26394.0
0.23314,47808.0
0.23315,47904.0
0.23316,108901.0
0.23317,4245.0
0.23318,113098.0
0.23319,105462.0
0.23321,3151.0
0.23323,120507.0
0.23324,163884.0
0.23325,68933.0
0.23326,21623.0
0.23328,43941.0
0.23329,2064.0
0.2333,250549.0
0.23332,25845.0
0.23333,50904.0
0.23334,55722.0
0.23335,56832.0
0.23336,85892.0
0.23338,47975.0
0.2334,52073.0
0.23341,1055.0
0.23342,31113.0
0.23343,95233.0
0.23344,355289.0
0.23345,68598.0
0.23346,15602.0
0.23347,1393.0
0.23349,18200.0
0.2335,14096.0
0.23351,34020.0
0.23353,101357.0
0.23354,42207.0
0.23355,12799.0
0.23356,1905.0
0.23357,2028.0
0.23358,3384.0
0.2336,4057.0
0.23361,20082.0
0.23363,4720.0
0.23366,1517.0
0.2337,1994.0
0.23372,42608.0
0.23373,57716.0
0.23374,15584.0
0.23375,3504.0
0.23377,24158.0
0.23378,1779.0
0.23379,3528.0
0.2338,33869.0
0.23381,1850.0
0.23382,3149.0
0.23383,13689.0
0.23386,54090.0
0.23388,5875.0
0.2339,6839.0
0.23391,42437.0
0.23392,5139.0
0.23393,17808.0
0.23394,41959.0
0.23396,1705.0
0.23397,38854.0
0.23398,9780.0
0.234,918750.0
0.23401,13200.0
0.23402,53305.0
0.23403,1245.0
0.23404,2589.0
0.23405,18002.0
0.23406,28682.0
0.23407,1059.0
0.23408,1371.0
0.23409,29401.0
0.2341,40473.0
0.23415,21529.0
0.23416,20430.0
0.23418,13600.0
0.23419,65653.0
0.2342,12984.0
0.23422,42266.0
0.23425,23973.0
0.23426,13143.0
0.23428,151895.0
0.23431,3992.0
0.23432,52522.0
0.23433,262793.0
0.23435,43597.0
0.23436,28991.0
0.23437,1054.0
0.2344,21599.0
0.23442,3659.0
0.23445,8899.0
0.23446,150707.0
0.2345,17817.0
0.23452,219655.0
0.23453,3040.0
0.23454,4482.0
0.23456,43627.0
0.23459,3141.0
0.2346,34262.0
0.23461,6503.0
0.23462,6305.0
0.23463,22750.0
0.23466,63776.0
0.23469,1992.0
0.2347,68690.0
0.23475,1413.0
0.23476,1199.0
0.23478,4456.0
0.23479,1518.0
0.2348,1422.0
0.23481,3233.0
0.23482,2641.0
0.23484,40141.0
0.23485,3104.0
0.23486,2824.0
0.23487,84814.0
0.23488,1445.0
0.2349,78216.0
0.23491,5050.0
0.23493,1031.0
0.23495,2795.0
0.23496,2456.0
0.23499,4722.0
0.235,294371.0
0.23501,50986.0
0.23508,1046.0
0.23509,4376.0
0.2351,1726.0
0.23512,1256.0
0.23515,15386.0
0.23516,1596.0
0.23519,21541.0
0.2352,1835.0
0.23522,68855.0
0.23523,133187.0
0.23525,3153.0
0.23527,19773.0
